label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,14,14,159,46,sdfesfesf.png,1147,687
w/l,57,125,77,23,sdfesfesf.png,1147,687
player,105,160,116,23,sdfesfesf.png,1147,687
class,60,154,38,38,sdfesfesf.png,1147,687
player,106,201,54,19,sdfesfesf.png,1147,687
class,61,195,38,38,sdfesfesf.png,1147,687
player,106,239,67,20,sdfesfesf.png,1147,687
class,61,233,38,38,sdfesfesf.png,1147,687
player,106,277,121,22,sdfesfesf.png,1147,687
class,61,271,38,38,sdfesfesf.png,1147,687
player,106,310,197,26,sdfesfesf.png,1147,687
class,61,304,38,38,sdfesfesf.png,1147,687
w/l,57,357,72,19,sdfesfesf.png,1147,687
player,106,394,58,22,sdfesfesf.png,1147,687
class,61,388,38,38,sdfesfesf.png,1147,687
player,106,432,42,22,sdfesfesf.png,1147,687
class,61,426,38,38,sdfesfesf.png,1147,687
player,106,472,48,19,sdfesfesf.png,1147,687
class,61,466,38,38,sdfesfesf.png,1147,687
player,106,511,52,19,sdfesfesf.png,1147,687
class,61,505,38,38,sdfesfesf.png,1147,687
player,106,548,67,23,sdfesfesf.png,1147,687
class,61,542,38,38,sdfesfesf.png,1147,687
player,106,588,79,18,sdfesfesf.png,1147,687
class,61,582,38,38,sdfesfesf.png,1147,687
