label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,20,23,155,42,uisdfuisd.png,1147,535
w/l,60,129,71,20,uisdfuisd.png,1147,535
player,109,165,51,18,uisdfuisd.png,1147,535
class,64,159,38,38,uisdfuisd.png,1147,535
player,109,205,73,16,uisdfuisd.png,1147,535
class,64,199,38,38,uisdfuisd.png,1147,535
player,109,243,44,17,uisdfuisd.png,1147,535
class,64,237,38,38,uisdfuisd.png,1147,535
player,108,282,53,16,uisdfuisd.png,1147,535
class,63,276,38,38,uisdfuisd.png,1147,535
player,108,321,60,16,uisdfuisd.png,1147,535
class,63,315,38,38,uisdfuisd.png,1147,535
w/l,60,360,67,17,uisdfuisd.png,1147,535
player,109,398,68,16,uisdfuisd.png,1147,535
class,64,392,38,38,uisdfuisd.png,1147,535
player,109,436,94,16,uisdfuisd.png,1147,535
class,64,430,38,38,uisdfuisd.png,1147,535
