label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,22,20,190,55,sdfgsdfg.png,1372,640
w/l,75,152,91,26,sdfgsdfg.png,1372,640
player,133,195,135,26,sdfgsdfg.png,1372,640
class,79,188,45,45,sdfgsdfg.png,1372,640
player,133,241,64,22,sdfgsdfg.png,1372,640
class,79,234,45,45,sdfgsdfg.png,1372,640
player,133,287,79,22,sdfgsdfg.png,1372,640
class,79,280,45,45,sdfgsdfg.png,1372,640
player,133,334,143,25,sdfgsdfg.png,1372,640
class,79,327,45,45,sdfgsdfg.png,1372,640
player,133,372,233,31,sdfgsdfg.png,1372,640
class,79,365,45,45,sdfgsdfg.png,1372,640
w/l,75,427,84,22,sdfgsdfg.png,1372,640
player,133,471,49,25,sdfgsdfg.png,1372,640
class,79,464,45,45,sdfgsdfg.png,1372,640
player,134,518,34,24,sdfgsdfg.png,1372,640
class,80,511,45,45,sdfgsdfg.png,1372,640
