label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,14,16,159,47,grsdtertertrr.png,1150,613
w/l,57,127,77,23,grsdtertertrr.png,1150,613
player,106,164,121,22,grsdtertertrr.png,1150,613
class,60,158,38,38,grsdtertertrr.png,1150,613
player,106,203,115,22,grsdtertertrr.png,1150,613
class,60,197,38,38,grsdtertertrr.png,1150,613
player,106,241,54,20,grsdtertertrr.png,1150,613
class,60,235,38,38,grsdtertertrr.png,1150,613
player,106,280,67,20,grsdtertertrr.png,1150,613
class,60,274,38,38,grsdtertertrr.png,1150,613
player,106,313,197,26,grsdtertertrr.png,1150,613
class,60,307,38,38,grsdtertertrr.png,1150,613
w/l,57,360,72,19,grsdtertertrr.png,1150,613
player,106,396,127,20,grsdtertertrr.png,1150,613
class,60,390,38,38,grsdtertertrr.png,1150,613
player,106,435,58,22,grsdtertertrr.png,1150,613
class,60,429,38,38,grsdtertertrr.png,1150,613
player,105,474,178,20,grsdtertertrr.png,1150,613
class,59,468,38,38,grsdtertertrr.png,1150,613
player,106,513,118,19,grsdtertertrr.png,1150,613
class,60,507,38,38,grsdtertertrr.png,1150,613
