label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,14,21,158,43,sdfsdf.png,1175,704
w/l,54,129,73,21,sdfsdf.png,1175,704
player,105,167,95,20,sdfsdf.png,1175,704
class,58,161,39,39,sdfsdf.png,1175,704
player,105,207,44,17,sdfsdf.png,1175,704
class,58,201,39,39,sdfsdf.png,1175,704
player,105,247,55,18,sdfsdf.png,1175,704
class,58,241,39,39,sdfsdf.png,1175,704
player,105,286,98,20,sdfsdf.png,1175,704
class,58,280,39,39,sdfsdf.png,1175,704
player,105,326,151,18,sdfsdf.png,1175,704
class,58,320,39,39,sdfsdf.png,1175,704
player,105,367,96,16,sdfsdf.png,1175,704
class,58,361,39,39,sdfsdf.png,1175,704
w/l,54,407,69,18,sdfsdf.png,1175,704
player,105,445,48,20,sdfsdf.png,1175,704
class,58,439,39,39,sdfsdf.png,1175,704
player,105,485,147,18,sdfsdf.png,1175,704
class,58,479,39,39,sdfsdf.png,1175,704
player,105,525,134,20,sdfsdf.png,1175,704
class,58,519,39,39,sdfsdf.png,1175,704
player,105,565,73,19,sdfsdf.png,1175,704
class,58,559,39,39,sdfsdf.png,1175,704
player,105,604,129,18,sdfsdf.png,1175,704
class,58,598,39,39,sdfsdf.png,1175,704
