label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,20,23,155,42,uisdifu.png,1150,574
w/l,60,129,71,20,uisdifu.png,1150,574
player,109,165,40,18,uisdifu.png,1150,574
class,63,159,38,38,uisdifu.png,1150,574
player,109,205,115,16,uisdifu.png,1150,574
class,63,199,38,38,uisdifu.png,1150,574
player,109,243,38,16,uisdifu.png,1150,574
class,63,237,38,38,uisdifu.png,1150,574
player,109,282,45,16,uisdifu.png,1150,574
class,63,276,38,38,uisdifu.png,1150,574
player,109,320,59,16,uisdifu.png,1150,574
class,63,314,38,38,uisdifu.png,1150,574
w/l,60,360,67,17,uisdifu.png,1150,574
player,109,397,69,18,uisdifu.png,1150,574
class,63,391,38,38,uisdifu.png,1150,574
player,109,435,93,19,uisdifu.png,1150,574
class,63,429,38,38,uisdifu.png,1150,574
player,109,475,99,17,uisdifu.png,1150,574
class,63,469,38,38,uisdifu.png,1150,574
