label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,20,25,155,42,uisdfiuosd.png,1152,694
w/l,60,131,71,20,uisdfiuosd.png,1152,694
player,109,167,51,18,uisdfiuosd.png,1152,694
class,63,161,38,38,uisdfiuosd.png,1152,694
player,109,207,73,16,uisdfiuosd.png,1152,694
class,63,201,38,38,uisdfiuosd.png,1152,694
player,109,245,52,17,uisdfiuosd.png,1152,694
class,63,239,38,38,uisdfiuosd.png,1152,694
player,109,283,43,18,uisdfiuosd.png,1152,694
class,63,277,38,38,uisdfiuosd.png,1152,694
player,108,322,60,17,uisdfiuosd.png,1152,694
class,62,316,38,38,uisdfiuosd.png,1152,694
w/l,60,362,67,17,uisdfiuosd.png,1152,694
player,109,400,63,16,uisdfiuosd.png,1152,694
class,63,394,38,38,uisdfiuosd.png,1152,694
player,109,438,43,18,uisdfiuosd.png,1152,694
class,63,432,38,38,uisdfiuosd.png,1152,694
player,108,477,57,16,uisdfiuosd.png,1152,694
class,62,471,38,38,uisdfiuosd.png,1152,694
player,110,514,58,20,uisdfiuosd.png,1152,694
class,64,508,38,38,uisdfiuosd.png,1152,694
player,109,554,52,18,uisdfiuosd.png,1152,694
class,63,548,38,38,uisdfiuosd.png,1152,694
player,109,592,114,18,uisdfiuosd.png,1152,694
class,63,586,38,38,uisdfiuosd.png,1152,694
