label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,21,25,155,42,sdufogiusdofiug.png,1153,694
w/l,61,131,71,20,sdufogiusdofiug.png,1153,694
player,110,167,40,18,sdufogiusdofiug.png,1153,694
class,64,161,38,38,sdufogiusdofiug.png,1153,694
player,110,207,115,17,sdufogiusdofiug.png,1153,694
class,64,201,38,38,sdufogiusdofiug.png,1153,694
player,110,245,38,17,sdufogiusdofiug.png,1153,694
class,64,239,38,38,sdufogiusdofiug.png,1153,694
player,110,284,45,17,sdufogiusdofiug.png,1153,694
class,64,278,38,38,sdufogiusdofiug.png,1153,694
player,109,322,60,17,sdufogiusdofiug.png,1153,694
class,63,316,38,38,sdufogiusdofiug.png,1153,694
w/l,61,362,67,17,sdufogiusdofiug.png,1153,694
player,109,400,118,17,sdufogiusdofiug.png,1153,694
class,63,394,38,38,sdufogiusdofiug.png,1153,694
player,110,438,74,19,sdufogiusdofiug.png,1153,694
class,64,432,38,38,sdufogiusdofiug.png,1153,694
player,109,477,83,18,sdufogiusdofiug.png,1153,694
class,63,471,38,38,sdufogiusdofiug.png,1153,694
player,110,515,35,18,sdufogiusdofiug.png,1153,694
class,64,509,38,38,sdufogiusdofiug.png,1153,694
player,110,553,80,19,sdufogiusdofiug.png,1153,694
class,64,547,38,38,sdufogiusdofiug.png,1153,694
player,110,592,172,17,sdufogiusdofiug.png,1153,694
class,64,586,38,38,sdufogiusdofiug.png,1153,694
