label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,13,14,158,46,sdrgret.png,1137,682
w/l,55,125,77,23,sdrgret.png,1137,682
player,103,160,116,23,sdrgret.png,1137,682
class,58,155,37,37,sdrgret.png,1137,682
player,104,201,131,19,sdrgret.png,1137,682
class,59,196,37,37,sdrgret.png,1137,682
player,104,239,67,20,sdrgret.png,1137,682
class,59,234,37,37,sdrgret.png,1137,682
player,104,277,154,20,sdrgret.png,1137,682
class,59,272,37,37,sdrgret.png,1137,682
player,104,316,121,22,sdrgret.png,1137,682
class,59,311,37,37,sdrgret.png,1137,682
w/l,55,357,72,19,sdrgret.png,1137,682
player,103,394,157,22,sdrgret.png,1137,682
class,58,389,37,37,sdrgret.png,1137,682
player,104,432,181,23,sdrgret.png,1137,682
class,59,427,37,37,sdrgret.png,1137,682
player,103,471,150,22,sdrgret.png,1137,682
class,58,466,37,37,sdrgret.png,1137,682
player,104,511,82,21,sdrgret.png,1137,682
class,59,506,37,37,sdrgret.png,1137,682
player,104,548,96,20,sdrgret.png,1137,682
class,59,543,37,37,sdrgret.png,1137,682
player,104,588,118,19,sdrgret.png,1137,682
class,59,583,37,37,sdrgret.png,1137,682
