label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,19,20,155,42,sdfisudfi.png,1147,492
w/l,59,126,71,20,sdfisudfi.png,1147,492
player,108,163,40,19,sdfisudfi.png,1147,492
class,63,157,38,38,sdfisudfi.png,1147,492
player,108,202,115,17,sdfisudfi.png,1147,492
class,63,196,38,38,sdfisudfi.png,1147,492
player,108,241,38,16,sdfisudfi.png,1147,492
class,63,235,38,38,sdfisudfi.png,1147,492
player,108,279,44,16,sdfisudfi.png,1147,492
class,63,273,38,38,sdfisudfi.png,1147,492
player,107,318,60,17,sdfisudfi.png,1147,492
class,62,312,38,38,sdfisudfi.png,1147,492
w/l,59,357,67,17,sdfisudfi.png,1147,492
player,109,395,91,16,sdfisudfi.png,1147,492
class,64,389,38,38,sdfisudfi.png,1147,492
