label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,17,19,162,48,uiosxciosdoifu.png,1170,666
w/l,62,130,72,20,uiosxciosdoifu.png,1170,666
player,111,165,80,21,uiosxciosdoifu.png,1170,666
class,65,159,39,39,uiosxciosdoifu.png,1170,666
player,111,206,28,18,uiosxciosdoifu.png,1170,666
class,65,200,39,39,uiosxciosdoifu.png,1170,666
player,111,246,98,19,uiosxciosdoifu.png,1170,666
class,65,240,39,39,uiosxciosdoifu.png,1170,666
player,111,285,129,20,uiosxciosdoifu.png,1170,666
class,65,279,39,39,uiosxciosdoifu.png,1170,666
w/l,62,325,68,18,uiosxciosdoifu.png,1170,666
player,112,363,108,19,uiosxciosdoifu.png,1170,666
class,66,357,39,39,uiosxciosdoifu.png,1170,666
player,111,402,64,18,uiosxciosdoifu.png,1170,666
class,65,396,39,39,uiosxciosdoifu.png,1170,666
player,111,441,70,19,uiosxciosdoifu.png,1170,666
class,65,435,39,39,uiosxciosdoifu.png,1170,666
player,112,481,80,18,uiosxciosdoifu.png,1170,666
class,66,475,39,39,uiosxciosdoifu.png,1170,666
player,111,519,54,20,uiosxciosdoifu.png,1170,666
class,65,513,39,39,uiosxciosdoifu.png,1170,666
player,112,559,114,17,uiosxciosdoifu.png,1170,666
class,66,553,39,39,uiosxciosdoifu.png,1170,666
