label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,14,17,168,50,uiosdfiousdif.png,1209,652
w/l,59,135,82,24,uiosdfiousdif.png,1209,652
player,112,175,63,22,uiosdfiousdif.png,1209,652
class,64,169,40,40,uiosdfiousdif.png,1209,652
player,112,217,65,21,uiosdfiousdif.png,1209,652
class,64,211,40,40,uiosdfiousdif.png,1209,652
player,112,258,103,19,uiosdfiousdif.png,1209,652
class,64,252,40,40,uiosdfiousdif.png,1209,652
player,112,299,56,19,uiosdfiousdif.png,1209,652
class,64,293,40,40,uiosdfiousdif.png,1209,652
player,112,339,103,20,uiosdfiousdif.png,1209,652
class,64,333,40,40,uiosdfiousdif.png,1209,652
player,113,380,117,21,uiosdfiousdif.png,1209,652
class,65,374,40,40,uiosdfiousdif.png,1209,652
w/l,59,421,76,20,uiosdfiousdif.png,1209,652
player,112,462,84,21,uiosdfiousdif.png,1209,652
class,64,456,40,40,uiosdfiousdif.png,1209,652
player,112,502,96,22,uiosdfiousdif.png,1209,652
class,64,496,40,40,uiosdfiousdif.png,1209,652
player,112,544,56,21,uiosdfiousdif.png,1209,652
class,64,538,40,40,uiosdfiousdif.png,1209,652
