label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,19,14,163,48,266.png,1181,515
w/l,63,128,78,23,266.png,1181,515
player,114,166,157,20,266.png,1181,515
class,67,160,39,39,266.png,1181,515
player,114,206,67,18,266.png,1181,515
class,67,200,39,39,266.png,1181,515
player,114,244,98,23,266.png,1181,515
class,67,238,39,39,266.png,1181,515
player,113,284,119,20,266.png,1181,515
class,66,278,39,39,266.png,1181,515
player,114,323,45,20,266.png,1181,515
class,67,317,39,39,266.png,1181,515
w/l,63,365,73,19,266.png,1181,515
player,114,403,109,18,266.png,1181,515
class,67,397,39,39,266.png,1181,515
