label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,13,14,110,30,105.png,817,493
w/l,40,89,56,16,105.png,817,493
player,74,113,125,20,105.png,817,493
class,42,109,27,27,105.png,817,493
player,75,143,97,16,105.png,817,493
class,43,139,27,27,105.png,817,493
player,74,169,108,16,105.png,817,493
class,42,165,27,27,105.png,817,493
player,74,197,58,16,105.png,817,493
class,42,193,27,27,105.png,817,493
player,74,225,107,16,105.png,817,493
class,42,221,27,27,105.png,817,493
w/l,40,254,52,15,105.png,817,493
player,74,280,59,15,105.png,817,493
class,42,276,27,27,105.png,817,493
player,75,308,30,15,105.png,817,493
class,43,304,27,27,105.png,817,493
player,74,334,99,17,105.png,817,493
class,42,330,27,27,105.png,817,493
player,74,363,65,15,105.png,817,493
class,42,359,27,27,105.png,817,493
player,74,390,57,15,105.png,817,493
class,42,386,27,27,105.png,817,493
player,75,418,93,15,105.png,817,493
class,43,414,27,27,105.png,817,493
