label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,20,26,159,43,149.png,1183,716
w/l,61,134,73,21,149.png,1183,716
player,112,172,117,18,149.png,1183,716
class,65,166,39,39,149.png,1183,716
player,112,212,85,20,149.png,1183,716
class,65,206,39,39,149.png,1183,716
player,112,252,78,18,149.png,1183,716
class,65,246,39,39,149.png,1183,716
player,112,291,48,19,149.png,1183,716
class,65,285,39,39,149.png,1183,716
player,111,332,50,17,149.png,1183,716
class,64,326,39,39,149.png,1183,716
w/l,61,372,69,18,149.png,1183,716
player,111,411,97,20,149.png,1183,716
class,64,405,39,39,149.png,1183,716
player,112,450,70,20,149.png,1183,716
class,65,444,39,39,149.png,1183,716
player,112,490,44,20,149.png,1183,716
class,65,484,39,39,149.png,1183,716
player,112,531,73,19,149.png,1183,716
class,65,525,39,39,149.png,1183,716
player,112,570,151,20,149.png,1183,716
class,65,564,39,39,149.png,1183,716
player,112,610,114,18,149.png,1183,716
class,65,604,39,39,149.png,1183,716
