label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,16,15,161,47,299.png,1154,538
w/l,61,126,77,23,299.png,1154,538
player,110,163,51,20,299.png,1154,538
class,64,157,38,38,299.png,1154,538
player,110,201,77,19,299.png,1154,538
class,64,195,38,38,299.png,1154,538
player,110,241,118,22,299.png,1154,538
class,64,235,38,38,299.png,1154,538
player,110,280,89,21,299.png,1154,538
class,64,274,38,38,299.png,1154,538
player,110,319,118,18,299.png,1154,538
class,64,313,38,38,299.png,1154,538
player,110,356,80,22,299.png,1154,538
class,64,350,38,38,299.png,1154,538
w/l,61,397,72,19,299.png,1154,538
player,110,434,164,22,299.png,1154,538
class,64,428,38,38,299.png,1154,538
