label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,20,22,155,42,25.png,1151,648
w/l,60,128,77,23,25.png,1151,648
player,109,164,66,21,25.png,1151,648
class,63,158,38,38,25.png,1151,648
player,109,205,101,21,25.png,1151,648
class,63,199,38,38,25.png,1151,648
player,109,242,42,19,25.png,1151,648
class,63,236,38,38,25.png,1151,648
player,108,281,107,22,25.png,1151,648
class,62,275,38,38,25.png,1151,648
player,109,320,59,22,25.png,1151,648
class,63,314,38,38,25.png,1151,648
player,109,359,104,18,25.png,1151,648
class,63,353,38,38,25.png,1151,648
w/l,60,399,72,19,25.png,1151,648
player,109,436,95,20,25.png,1151,648
class,63,430,38,38,25.png,1151,648
player,109,476,65,21,25.png,1151,648
class,63,470,38,38,25.png,1151,648
player,109,514,70,19,25.png,1151,648
class,63,508,38,38,25.png,1151,648
player,109,552,71,22,25.png,1151,648
class,63,546,38,38,25.png,1151,648
