label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,17,19,111,30,156.png,828,500
w/l,45,94,56,16,156.png,828,500
player,79,118,76,17,156.png,828,500
class,46,114,27,27,156.png,828,500
player,79,148,103,16,156.png,828,500
class,46,144,27,27,156.png,828,500
player,79,175,51,15,156.png,828,500
class,46,171,27,27,156.png,828,500
player,79,202,61,16,156.png,828,500
class,46,198,27,27,156.png,828,500
player,79,229,81,17,156.png,828,500
class,46,225,27,27,156.png,828,500
w/l,45,259,52,15,156.png,828,500
player,79,284,58,17,156.png,828,500
class,46,280,27,27,156.png,828,500
player,79,313,71,15,156.png,828,500
class,46,309,27,27,156.png,828,500
player,79,339,68,16,156.png,828,500
class,46,335,27,27,156.png,828,500
player,80,368,30,15,156.png,828,500
class,47,364,27,27,156.png,828,500
player,79,394,58,16,156.png,828,500
class,46,390,27,27,156.png,828,500
player,80,423,60,14,156.png,828,500
class,47,419,27,27,156.png,828,500
