label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,28,22,188,53,98.png,1396,840
w/l,74,153,85,24,98.png,1396,840
player,134,200,112,22,98.png,1396,840
class,79,193,46,46,98.png,1396,840
player,135,246,88,22,98.png,1396,840
class,80,239,46,46,98.png,1396,840
player,134,293,65,18,98.png,1396,840
class,79,286,46,46,98.png,1396,840
player,135,339,125,22,98.png,1396,840
class,80,332,46,46,98.png,1396,840
player,134,387,58,18,98.png,1396,840
class,79,380,46,46,98.png,1396,840
player,135,434,108,21,98.png,1396,840
class,80,427,46,46,98.png,1396,840
w/l,75,481,79,20,98.png,1396,840
player,134,527,113,23,98.png,1396,840
class,79,520,46,46,98.png,1396,840
player,134,575,76,21,98.png,1396,840
class,79,568,46,46,98.png,1396,840
player,134,621,62,23,98.png,1396,840
class,79,614,46,46,98.png,1396,840
player,134,667,63,19,98.png,1396,840
class,79,660,46,46,98.png,1396,840
player,134,715,120,18,98.png,1396,840
class,79,708,46,46,98.png,1396,840
