label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,18,17,161,48,261.png,1175,630
w/l,60,130,79,23,261.png,1175,630
player,111,167,109,22,261.png,1175,630
class,64,161,39,39,261.png,1175,630
player,111,208,160,21,261.png,1175,630
class,64,202,39,39,261.png,1175,630
player,111,246,91,20,261.png,1175,630
class,64,240,39,39,261.png,1175,630
player,111,287,133,19,261.png,1175,630
class,64,281,39,39,261.png,1175,630
w/l,60,327,73,19,261.png,1175,630
player,111,366,86,19,261.png,1175,630
class,64,360,39,39,261.png,1175,630
player,111,404,64,20,261.png,1175,630
class,64,398,39,39,261.png,1175,630
player,111,443,59,20,261.png,1175,630
class,64,437,39,39,261.png,1175,630
player,111,483,106,22,261.png,1175,630
class,64,477,39,39,261.png,1175,630
player,111,523,131,21,261.png,1175,630
class,64,517,39,39,261.png,1175,630
