label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,23,21,188,53,60.png,1392,832
w/l,70,153,85,24,60.png,1392,832
player,130,199,46,20,60.png,1392,832
class,75,192,46,46,60.png,1392,832
player,130,245,87,19,60.png,1392,832
class,75,238,46,46,60.png,1392,832
player,130,293,75,21,60.png,1392,832
class,75,286,46,46,60.png,1392,832
player,130,340,118,21,60.png,1392,832
class,75,333,46,46,60.png,1392,832
player,130,387,122,19,60.png,1392,832
class,75,380,46,46,60.png,1392,832
player,131,434,148,21,60.png,1392,832
class,76,427,46,46,60.png,1392,832
w/l,71,481,79,20,60.png,1392,832
player,130,527,70,22,60.png,1392,832
class,75,520,46,46,60.png,1392,832
player,130,575,71,21,60.png,1392,832
class,75,568,46,46,60.png,1392,832
player,130,621,56,18,60.png,1392,832
class,75,614,46,46,60.png,1392,832
player,130,668,93,18,60.png,1392,832
class,75,661,46,46,60.png,1392,832
player,130,714,75,19,60.png,1392,832
class,75,707,46,46,60.png,1392,832
