label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,25,28,165,45,264.png,1267,640
w/l,64,143,77,21,264.png,1267,640
player,118,183,63,20,264.png,1267,640
class,68,177,42,42,264.png,1267,640
player,119,227,97,17,264.png,1267,640
class,69,221,42,42,264.png,1267,640
player,118,270,66,18,264.png,1267,640
class,68,264,42,42,264.png,1267,640
player,118,313,62,18,264.png,1267,640
class,68,307,42,42,264.png,1267,640
player,119,354,71,18,264.png,1267,640
class,69,348,42,42,264.png,1267,640
w/l,64,399,73,18,264.png,1267,640
player,118,440,82,21,264.png,1267,640
class,68,434,42,42,264.png,1267,640
player,118,483,66,20,264.png,1267,640
class,68,477,42,42,264.png,1267,640
player,119,526,103,17,264.png,1267,640
class,69,520,42,42,264.png,1267,640
