label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,27,24,165,46,255.png,1270,678
w/l,66,140,77,21,255.png,1270,678
player,120,181,153,21,255.png,1270,678
class,70,175,42,42,255.png,1270,678
player,120,224,73,17,255.png,1270,678
class,70,218,42,42,255.png,1270,678
player,120,266,74,21,255.png,1270,678
class,70,260,42,42,255.png,1270,678
player,120,309,46,20,255.png,1270,678
class,70,303,42,42,255.png,1270,678
player,120,352,41,17,255.png,1270,678
class,70,346,42,42,255.png,1270,678
w/l,66,396,73,18,255.png,1270,678
player,120,436,82,21,255.png,1270,678
class,70,430,42,42,255.png,1270,678
player,120,480,63,20,255.png,1270,678
class,70,474,42,42,255.png,1270,678
player,121,522,128,19,255.png,1270,678
class,71,516,42,42,255.png,1270,678
player,120,565,112,17,255.png,1270,678
class,70,559,42,42,255.png,1270,678
