label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,15,15,110,30,93.png,822,493
w/l,42,90,56,16,93.png,822,493
player,76,115,84,17,93.png,822,493
class,44,111,27,27,93.png,822,493
player,76,144,94,16,93.png,822,493
class,44,140,27,27,93.png,822,493
player,77,171,57,15,93.png,822,493
class,45,167,27,27,93.png,822,493
player,76,198,32,16,93.png,822,493
class,44,194,27,27,93.png,822,493
player,76,226,51,15,93.png,822,493
class,44,222,27,27,93.png,822,493
player,77,255,99,14,93.png,822,493
class,45,251,27,27,93.png,822,493
w/l,42,282,52,15,93.png,822,493
player,77,309,72,15,93.png,822,493
class,45,305,27,27,93.png,822,493
player,76,335,69,16,93.png,822,493
class,44,331,27,27,93.png,822,493
player,76,364,123,16,93.png,822,493
class,44,360,27,27,93.png,822,493
player,76,390,68,17,93.png,822,493
class,44,386,27,27,93.png,822,493
player,76,419,92,16,93.png,822,493
class,44,415,27,27,93.png,822,493
