label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,14,13,162,47,135.png,1167,462
w/l,59,124,72,20,135.png,1167,462
player,108,161,44,18,135.png,1167,462
class,62,155,38,38,135.png,1167,462
player,108,200,79,18,135.png,1167,462
class,62,194,38,38,135.png,1167,462
w/l,59,240,68,18,135.png,1167,462
player,108,279,90,17,135.png,1167,462
class,62,273,38,38,135.png,1167,462
player,108,318,66,20,135.png,1167,462
class,62,312,38,38,135.png,1167,462
player,108,358,98,16,135.png,1167,462
class,62,352,38,38,135.png,1167,462
