label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,46,34,223,65,15.png,1635,767
w/l,108,186,97,27,15.png,1635,767
player,176,239,65,22,15.png,1635,767
class,111,231,54,54,15.png,1635,767
player,176,293,88,24,15.png,1635,767
class,111,285,54,54,15.png,1635,767
player,176,346,82,22,15.png,1635,767
class,111,338,54,54,15.png,1635,767
player,176,400,139,25,15.png,1635,767
class,111,392,54,54,15.png,1635,767
w/l,108,455,91,22,15.png,1635,767
player,176,508,152,25,15.png,1635,767
class,111,500,54,54,15.png,1635,767
player,176,562,127,24,15.png,1635,767
class,111,554,54,54,15.png,1635,767
player,177,616,139,20,15.png,1635,767
class,112,608,54,54,15.png,1635,767
