label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,25,23,163,45,285.png,1234,742
w/l,64,136,76,21,285.png,1234,742
player,117,175,83,21,285.png,1234,742
class,68,169,41,41,285.png,1234,742
player,117,218,51,17,285.png,1234,742
class,68,212,41,41,285.png,1234,742
player,117,259,66,17,285.png,1234,742
class,68,253,41,41,285.png,1234,742
player,117,301,60,17,285.png,1234,742
class,68,295,41,41,285.png,1234,742
player,117,342,99,18,285.png,1234,742
class,68,336,41,41,285.png,1234,742
w/l,64,385,72,18,285.png,1234,742
player,116,425,81,20,285.png,1234,742
class,67,419,41,41,285.png,1234,742
player,117,467,97,18,285.png,1234,742
class,68,461,41,41,285.png,1234,742
player,117,508,64,20,285.png,1234,742
class,68,502,41,41,285.png,1234,742
player,118,549,47,18,285.png,1234,742
class,69,543,41,41,285.png,1234,742
player,117,591,46,20,285.png,1234,742
class,68,585,41,41,285.png,1234,742
player,117,633,118,19,285.png,1234,742
class,68,627,41,41,285.png,1234,742
