label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,25,27,215,58,301.png,1589,683
w/l,82,173,96,27,301.png,1589,683
player,150,224,195,25,301.png,1589,683
class,87,216,52,52,301.png,1589,683
player,149,279,48,20,301.png,1589,683
class,86,271,52,52,301.png,1589,683
player,150,332,164,24,301.png,1589,683
class,87,324,52,52,301.png,1589,683
player,150,386,52,24,301.png,1589,683
class,87,378,52,52,301.png,1589,683
player,150,439,155,20,301.png,1589,683
class,87,431,52,52,301.png,1589,683
w/l,82,493,91,23,301.png,1589,683
player,150,545,56,22,301.png,1589,683
class,87,537,52,52,301.png,1589,683
