label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,16,14,162,47,293.png,1171,586
w/l,60,125,72,21,293.png,1171,586
player,110,163,90,20,293.png,1171,586
class,64,157,39,39,293.png,1171,586
player,110,203,130,20,293.png,1171,586
class,64,197,39,39,293.png,1171,586
player,110,243,87,19,293.png,1171,586
class,64,237,39,39,293.png,1171,586
player,110,282,130,20,293.png,1171,586
class,64,276,39,39,293.png,1171,586
player,110,321,74,17,293.png,1171,586
class,64,315,39,39,293.png,1171,586
w/l,60,361,68,18,293.png,1171,586
player,110,400,59,18,293.png,1171,586
class,64,394,39,39,293.png,1171,586
player,110,439,107,18,293.png,1171,586
class,64,433,39,39,293.png,1171,586
player,111,479,128,17,293.png,1171,586
class,65,473,39,39,293.png,1171,586
