label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,19,24,172,51,281.png,1255,547
w/l,66,145,84,24,281.png,1255,547
player,120,185,117,24,281.png,1255,547
class,70,179,41,41,281.png,1255,547
player,120,227,157,21,281.png,1255,547
class,70,221,41,41,281.png,1255,547
player,120,270,168,21,281.png,1255,547
class,70,264,41,41,281.png,1255,547
player,120,312,97,21,281.png,1255,547
class,70,306,41,41,281.png,1255,547
w/l,67,356,77,20,281.png,1255,547
player,120,396,72,21,281.png,1255,547
class,70,390,41,41,281.png,1255,547
player,120,438,129,21,281.png,1255,547
class,70,432,41,41,281.png,1255,547
