label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,18,22,169,45,104.png,1254,669
w/l,63,137,77,21,104.png,1254,669
player,117,177,68,19,104.png,1254,669
class,67,171,41,41,104.png,1254,669
player,117,220,41,17,104.png,1254,669
class,67,214,41,41,104.png,1254,669
player,117,262,110,18,104.png,1254,669
class,67,256,41,41,104.png,1254,669
w/l,63,306,73,18,104.png,1254,669
player,116,347,66,20,104.png,1254,669
class,66,341,41,41,104.png,1254,669
player,117,389,89,17,104.png,1254,669
class,67,383,41,41,104.png,1254,669
player,116,431,55,20,104.png,1254,669
class,66,425,41,41,104.png,1254,669
player,117,473,74,17,104.png,1254,669
class,67,467,41,41,104.png,1254,669
player,117,515,66,20,104.png,1254,669
class,67,509,41,41,104.png,1254,669
player,117,558,114,17,104.png,1254,669
class,67,552,41,41,104.png,1254,669
