label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,23,21,158,43,123.png,1187,476
w/l,63,129,73,21,123.png,1187,476
player,113,168,77,19,123.png,1187,476
class,66,162,39,39,123.png,1187,476
player,113,208,131,17,123.png,1187,476
class,66,202,39,39,123.png,1187,476
player,114,248,82,16,123.png,1187,476
class,67,242,39,39,123.png,1187,476
w/l,63,288,69,18,123.png,1187,476
player,113,327,80,19,123.png,1187,476
class,66,321,39,39,123.png,1187,476
player,113,367,71,16,123.png,1187,476
class,66,361,39,39,123.png,1187,476
