label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,16,15,161,48,234.png,1173,704
w/l,59,127,72,21,234.png,1173,704
player,109,165,52,20,234.png,1173,704
class,63,159,39,39,234.png,1173,704
player,109,205,64,18,234.png,1173,704
class,63,199,39,39,234.png,1173,704
player,109,244,87,19,234.png,1173,704
class,63,238,39,39,234.png,1173,704
player,109,285,78,16,234.png,1173,704
class,63,279,39,39,234.png,1173,704
player,109,324,39,16,234.png,1173,704
class,63,318,39,39,234.png,1173,704
w/l,59,363,68,18,234.png,1173,704
player,109,402,59,17,234.png,1173,704
class,63,396,39,39,234.png,1173,704
player,109,441,90,18,234.png,1173,704
class,63,435,39,39,234.png,1173,704
player,109,481,68,20,234.png,1173,704
class,63,475,39,39,234.png,1173,704
player,109,521,64,18,234.png,1173,704
class,63,515,39,39,234.png,1173,704
player,109,559,88,19,234.png,1173,704
class,63,553,39,39,234.png,1173,704
player,109,599,110,18,234.png,1173,704
class,63,593,39,39,234.png,1173,704
