label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,20,23,169,45,132.png,1257,761
w/l,65,138,77,21,132.png,1257,761
player,119,178,61,19,132.png,1257,761
class,69,172,41,41,132.png,1257,761
player,119,220,78,18,132.png,1257,761
class,69,214,41,41,132.png,1257,761
player,119,263,106,20,132.png,1257,761
class,69,257,41,41,132.png,1257,761
player,119,305,41,17,132.png,1257,761
class,69,299,41,41,132.png,1257,761
player,119,348,110,18,132.png,1257,761
class,69,342,41,41,132.png,1257,761
player,119,390,100,17,132.png,1257,761
class,69,384,41,41,132.png,1257,761
w/l,65,433,73,18,132.png,1257,761
player,119,474,55,19,132.png,1257,761
class,69,468,41,41,132.png,1257,761
player,119,516,76,18,132.png,1257,761
class,69,510,41,41,132.png,1257,761
player,119,558,77,20,132.png,1257,761
class,69,552,41,41,132.png,1257,761
player,119,600,60,21,132.png,1257,761
class,69,594,41,41,132.png,1257,761
player,119,643,80,17,132.png,1257,761
class,69,637,41,41,132.png,1257,761
