label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,23,23,160,43,170.png,1189,674
w/l,64,130,73,21,170.png,1189,674
player,115,169,85,18,170.png,1189,674
class,68,163,39,39,170.png,1189,674
player,115,209,131,20,170.png,1189,674
class,68,203,39,39,170.png,1189,674
player,115,249,85,20,170.png,1189,674
class,68,243,39,39,170.png,1189,674
player,114,289,93,18,170.png,1189,674
class,67,283,39,39,170.png,1189,674
player,115,328,57,18,170.png,1189,674
class,68,322,39,39,170.png,1189,674
player,115,369,106,18,170.png,1189,674
class,68,363,39,39,170.png,1189,674
w/l,64,409,69,18,170.png,1189,674
player,115,448,57,18,170.png,1189,674
class,68,442,39,39,170.png,1189,674
player,115,487,43,20,170.png,1189,674
class,68,481,39,39,170.png,1189,674
player,115,527,47,17,170.png,1189,674
class,68,521,39,39,170.png,1189,674
player,115,566,39,17,170.png,1189,674
class,68,560,39,39,170.png,1189,674
