label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,13,13,104,29,74.png,794,473
w/l,37,85,55,18,74.png,794,473
player,71,110,53,16,74.png,794,473
class,40,106,26,26,74.png,794,473
player,71,138,126,16,74.png,794,473
class,40,134,26,26,74.png,794,473
player,71,165,54,15,74.png,794,473
class,40,161,26,26,74.png,794,473
player,71,192,65,16,74.png,794,473
class,40,188,26,26,74.png,794,473
player,71,219,79,15,74.png,794,473
class,40,215,26,26,74.png,794,473
w/l,37,246,51,16,74.png,794,473
player,70,272,55,15,74.png,794,473
class,39,268,26,26,74.png,794,473
player,71,299,84,16,74.png,794,473
class,40,295,26,26,74.png,794,473
player,71,325,87,15,74.png,794,473
class,40,321,26,26,74.png,794,473
player,71,353,81,14,74.png,794,473
class,40,349,26,26,74.png,794,473
player,71,380,45,16,74.png,794,473
class,40,376,26,26,74.png,794,473
player,71,407,83,14,74.png,794,473
class,40,403,26,26,74.png,794,473
