label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,19,18,163,49,154.png,1188,715
w/l,62,130,73,21,154.png,1188,715
player,113,169,55,18,154.png,1188,715
class,66,163,39,39,154.png,1188,715
player,113,209,139,20,154.png,1188,715
class,66,203,39,39,154.png,1188,715
player,113,249,66,17,154.png,1188,715
class,66,243,39,39,154.png,1188,715
player,113,288,46,17,154.png,1188,715
class,66,282,39,39,154.png,1188,715
player,113,328,57,19,154.png,1188,715
class,66,322,39,39,154.png,1188,715
w/l,62,369,69,18,154.png,1188,715
player,112,408,52,20,154.png,1188,715
class,65,402,39,39,154.png,1188,715
player,113,447,111,18,154.png,1188,715
class,66,441,39,39,154.png,1188,715
player,113,487,70,18,154.png,1188,715
class,66,481,39,39,154.png,1188,715
player,113,527,86,17,154.png,1188,715
class,66,521,39,39,154.png,1188,715
player,113,567,55,19,154.png,1188,715
class,66,561,39,39,154.png,1188,715
player,113,606,133,19,154.png,1188,715
class,66,600,39,39,154.png,1188,715
