label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,20,19,159,43,197.png,1182,548
w/l,61,127,73,21,197.png,1182,548
player,112,167,127,19,197.png,1182,548
class,65,161,39,39,197.png,1182,548
player,112,205,51,17,197.png,1182,548
class,65,199,39,39,197.png,1182,548
player,112,246,57,16,197.png,1182,548
class,65,240,39,39,197.png,1182,548
player,111,285,97,20,197.png,1182,548
class,64,279,39,39,197.png,1182,548
player,111,325,44,18,197.png,1182,548
class,64,319,39,39,197.png,1182,548
w/l,61,365,69,18,197.png,1182,548
player,112,404,68,18,197.png,1182,548
class,65,398,39,39,197.png,1182,548
player,112,445,111,16,197.png,1182,548
class,65,439,39,39,197.png,1182,548
