label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,29,32,215,58,73.png,1613,920
w/l,86,179,97,27,73.png,1613,920
player,154,232,143,25,73.png,1613,920
class,90,224,53,53,73.png,1613,920
player,154,287,83,21,73.png,1613,920
class,90,279,53,53,73.png,1613,920
player,154,341,88,24,73.png,1613,920
class,90,333,53,53,73.png,1613,920
player,154,393,71,24,73.png,1613,920
class,90,385,53,53,73.png,1613,920
player,153,448,75,24,73.png,1613,920
class,89,440,53,53,73.png,1613,920
player,154,502,129,20,73.png,1613,920
class,90,494,53,53,73.png,1613,920
w/l,86,556,91,22,73.png,1613,920
player,154,610,136,24,73.png,1613,920
class,90,602,53,53,73.png,1613,920
player,154,663,82,20,73.png,1613,920
class,90,655,53,53,73.png,1613,920
player,154,716,169,25,73.png,1613,920
class,90,708,53,53,73.png,1613,920
player,154,770,130,22,73.png,1613,920
class,90,762,53,53,73.png,1613,920
