label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,34,20,162,46,52.png,1209,553
w/l,75,132,73,21,52.png,1209,553
player,126,172,84,16,52.png,1209,553
class,78,166,40,40,52.png,1209,553
player,126,209,85,18,52.png,1209,553
class,78,203,40,40,52.png,1209,553
player,126,251,45,19,52.png,1209,553
class,78,245,40,40,52.png,1209,553
player,126,290,41,17,52.png,1209,553
class,78,284,40,40,52.png,1209,553
player,126,330,71,17,52.png,1209,553
class,78,324,40,40,52.png,1209,553
player,126,370,87,18,52.png,1209,553
class,78,364,40,40,52.png,1209,553
w/l,75,410,69,18,52.png,1209,553
player,126,450,54,19,52.png,1209,553
class,78,444,40,40,52.png,1209,553
