label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,14,13,163,49,177.png,1179,702
w/l,57,126,73,21,177.png,1179,702
player,107,165,70,21,177.png,1179,702
class,60,159,39,39,177.png,1179,702
player,108,205,143,20,177.png,1179,702
class,61,199,39,39,177.png,1179,702
player,108,246,53,19,177.png,1179,702
class,61,240,39,39,177.png,1179,702
player,108,284,104,17,177.png,1179,702
class,61,278,39,39,177.png,1179,702
player,108,324,77,20,177.png,1179,702
class,61,318,39,39,177.png,1179,702
player,107,364,112,17,177.png,1179,702
class,60,358,39,39,177.png,1179,702
w/l,57,405,69,18,177.png,1179,702
player,108,443,98,17,177.png,1179,702
class,61,437,39,39,177.png,1179,702
player,108,482,85,18,177.png,1179,702
class,61,476,39,39,177.png,1179,702
player,108,523,88,19,177.png,1179,702
class,61,517,39,39,177.png,1179,702
player,108,562,89,17,177.png,1179,702
class,61,556,39,39,177.png,1179,702
player,108,602,90,20,177.png,1179,702
class,61,596,39,39,177.png,1179,702
