label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,20,20,159,43,97.png,1182,705
w/l,61,128,73,21,97.png,1182,705
player,112,166,130,20,97.png,1182,705
class,65,160,39,39,97.png,1182,705
player,112,206,113,19,97.png,1182,705
class,65,200,39,39,97.png,1182,705
player,112,246,136,18,97.png,1182,705
class,65,240,39,39,97.png,1182,705
player,112,285,117,17,97.png,1182,705
class,65,279,39,39,97.png,1182,705
player,112,324,132,21,97.png,1182,705
class,65,318,39,39,97.png,1182,705
w/l,61,366,69,18,97.png,1182,705
player,111,405,84,17,97.png,1182,705
class,64,399,39,39,97.png,1182,705
player,112,444,119,20,97.png,1182,705
class,65,438,39,39,97.png,1182,705
player,112,484,91,20,97.png,1182,705
class,65,478,39,39,97.png,1182,705
player,112,524,60,18,97.png,1182,705
class,65,518,39,39,97.png,1182,705
player,112,563,53,19,97.png,1182,705
class,65,557,39,39,97.png,1182,705
player,112,604,102,16,97.png,1182,705
class,65,598,39,39,97.png,1182,705
