label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,19,14,163,48,284.png,1180,548
w/l,63,127,79,23,284.png,1180,548
player,114,163,118,22,284.png,1180,548
class,67,157,39,39,284.png,1180,548
player,114,204,85,20,284.png,1180,548
class,67,198,39,39,284.png,1180,548
player,114,244,56,20,284.png,1180,548
class,67,238,39,39,284.png,1180,548
player,114,284,48,19,284.png,1180,548
class,67,278,39,39,284.png,1180,548
player,114,323,77,20,284.png,1180,548
class,67,317,39,39,284.png,1180,548
player,114,363,103,18,284.png,1180,548
class,67,357,39,39,284.png,1180,548
w/l,63,403,73,19,284.png,1180,548
player,114,441,127,20,284.png,1180,548
class,67,435,39,39,284.png,1180,548
