label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,16,22,163,47,203.png,1181,713
w/l,58,133,73,21,203.png,1181,713
player,109,172,95,20,203.png,1181,713
class,62,166,39,39,203.png,1181,713
player,109,212,132,20,203.png,1181,713
class,62,206,39,39,203.png,1181,713
player,109,252,146,20,203.png,1181,713
class,62,246,39,39,203.png,1181,713
player,109,291,55,17,203.png,1181,713
class,62,285,39,39,203.png,1181,713
player,109,331,43,17,203.png,1181,713
class,62,325,39,39,203.png,1181,713
w/l,58,372,69,18,203.png,1181,713
player,109,412,61,19,203.png,1181,713
class,62,406,39,39,203.png,1181,713
player,109,450,69,20,203.png,1181,713
class,62,444,39,39,203.png,1181,713
player,109,491,34,16,203.png,1181,713
class,62,485,39,39,203.png,1181,713
player,109,530,63,17,203.png,1181,713
class,62,524,39,39,203.png,1181,713
player,109,569,64,17,203.png,1181,713
class,62,563,39,39,203.png,1181,713
player,109,609,111,17,203.png,1181,713
class,62,603,39,39,203.png,1181,713
