label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,25,20,155,44,253.png,1208,560
w/l,59,131,75,21,253.png,1208,560
player,112,171,92,20,253.png,1208,560
class,64,165,40,40,253.png,1208,560
player,111,213,134,19,253.png,1208,560
class,63,207,40,40,253.png,1208,560
player,110,253,144,19,253.png,1208,560
class,62,247,40,40,253.png,1208,560
player,111,294,77,17,253.png,1208,560
class,63,288,40,40,253.png,1208,560
player,110,335,105,17,253.png,1208,560
class,62,329,40,40,253.png,1208,560
w/l,59,377,71,18,253.png,1208,560
player,111,417,64,20,253.png,1208,560
class,63,411,40,40,253.png,1208,560
player,112,458,105,16,253.png,1208,560
class,64,452,40,40,253.png,1208,560
