label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,19,27,160,43,62.png,1186,561
w/l,61,134,73,21,62.png,1186,561
player,111,172,85,19,62.png,1186,561
class,64,166,39,39,62.png,1186,561
player,111,213,77,17,62.png,1186,561
class,64,207,39,39,62.png,1186,561
player,112,253,83,17,62.png,1186,561
class,65,247,39,39,62.png,1186,561
player,110,292,36,17,62.png,1186,561
class,63,286,39,39,62.png,1186,561
player,111,332,41,18,62.png,1186,561
class,64,326,39,39,62.png,1186,561
player,112,372,92,16,62.png,1186,561
class,65,366,39,39,62.png,1186,561
w/l,61,412,69,18,62.png,1186,561
player,111,451,58,18,62.png,1186,561
class,64,445,39,39,62.png,1186,561
