label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,39,18,92,23,7.png,1178,693
w/l,61,120,73,22,7.png,1178,693
player,112,159,52,18,7.png,1178,693
class,65,153,39,39,7.png,1178,693
player,112,199,51,16,7.png,1178,693
class,65,193,39,39,7.png,1178,693
player,112,238,80,18,7.png,1178,693
class,65,232,39,39,7.png,1178,693
player,112,277,66,20,7.png,1178,693
class,65,271,39,39,7.png,1178,693
player,112,317,104,20,7.png,1178,693
class,65,311,39,39,7.png,1178,693
w/l,61,358,69,18,7.png,1178,693
player,113,397,68,17,7.png,1178,693
class,66,391,39,39,7.png,1178,693
player,112,437,44,18,7.png,1178,693
class,65,431,39,39,7.png,1178,693
player,112,476,50,17,7.png,1178,693
class,65,470,39,39,7.png,1178,693
player,112,516,106,19,7.png,1178,693
class,65,510,39,39,7.png,1178,693
player,112,556,65,20,7.png,1178,693
class,65,550,39,39,7.png,1178,693
player,112,596,105,16,7.png,1178,693
class,65,590,39,39,7.png,1178,693
