label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,17,15,159,43,227.png,1181,544
w/l,58,123,73,21,227.png,1181,544
player,109,162,56,19,227.png,1181,544
class,62,156,39,39,227.png,1181,544
player,109,201,59,20,227.png,1181,544
class,62,195,39,39,227.png,1181,544
player,109,241,43,17,227.png,1181,544
class,62,235,39,39,227.png,1181,544
player,108,281,52,17,227.png,1181,544
class,61,275,39,39,227.png,1181,544
player,109,322,120,16,227.png,1181,544
class,62,316,39,39,227.png,1181,544
w/l,58,361,69,18,227.png,1181,544
player,109,400,89,19,227.png,1181,544
class,62,394,39,39,227.png,1181,544
player,109,440,80,17,227.png,1181,544
class,62,434,39,39,227.png,1181,544
