label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,29,21,163,46,259.png,1194,643
w/l,71,132,73,21,259.png,1194,643
player,122,171,35,17,259.png,1194,643
class,75,165,39,39,259.png,1194,643
player,122,212,65,17,259.png,1194,643
class,75,206,39,39,259.png,1194,643
player,122,250,88,17,259.png,1194,643
class,75,244,39,39,259.png,1194,643
player,122,290,45,19,259.png,1194,643
class,75,284,39,39,259.png,1194,643
player,122,330,51,17,259.png,1194,643
class,75,324,39,39,259.png,1194,643
player,123,371,102,18,259.png,1194,643
class,76,365,39,39,259.png,1194,643
w/l,71,410,69,18,259.png,1194,643
player,122,450,72,19,259.png,1194,643
class,75,444,39,39,259.png,1194,643
player,122,490,97,19,259.png,1194,643
class,75,484,39,39,259.png,1194,643
player,122,529,96,17,259.png,1194,643
class,75,523,39,39,259.png,1194,643
