label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,20,20,155,42,199.png,1160,696
w/l,59,127,72,20,199.png,1160,696
player,109,164,125,18,199.png,1160,696
class,63,158,38,38,199.png,1160,696
player,109,203,74,17,199.png,1160,696
class,63,197,38,38,199.png,1160,696
player,109,242,43,20,199.png,1160,696
class,63,236,38,38,199.png,1160,696
player,109,281,67,17,199.png,1160,696
class,63,275,38,38,199.png,1160,696
player,109,320,69,20,199.png,1160,696
class,63,314,38,38,199.png,1160,696
w/l,59,361,68,18,199.png,1160,696
player,109,399,44,17,199.png,1160,696
class,63,393,38,38,199.png,1160,696
player,109,438,72,17,199.png,1160,696
class,63,432,38,38,199.png,1160,696
player,109,476,122,21,199.png,1160,696
class,63,470,38,38,199.png,1160,696
player,109,516,50,17,199.png,1160,696
class,63,510,38,38,199.png,1160,696
player,110,555,114,17,199.png,1160,696
class,64,549,38,38,199.png,1160,696
player,110,595,101,18,199.png,1160,696
class,64,589,38,38,199.png,1160,696
