label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,18,18,164,49,191.png,1182,711
w/l,62,131,73,21,191.png,1182,711
player,112,170,80,20,191.png,1182,711
class,65,164,39,39,191.png,1182,711
player,113,210,85,18,191.png,1182,711
class,66,204,39,39,191.png,1182,711
player,113,250,58,17,191.png,1182,711
class,66,244,39,39,191.png,1182,711
player,113,290,55,16,191.png,1182,711
class,66,284,39,39,191.png,1182,711
player,113,329,65,18,191.png,1182,711
class,66,323,39,39,191.png,1182,711
w/l,62,370,69,18,191.png,1182,711
player,112,409,78,20,191.png,1182,711
class,65,403,39,39,191.png,1182,711
player,113,448,74,18,191.png,1182,711
class,66,442,39,39,191.png,1182,711
player,113,487,101,19,191.png,1182,711
class,66,481,39,39,191.png,1182,711
player,113,528,81,20,191.png,1182,711
class,66,522,39,39,191.png,1182,711
player,113,567,64,20,191.png,1182,711
class,66,561,39,39,191.png,1182,711
player,113,607,121,18,191.png,1182,711
class,66,601,39,39,191.png,1182,711
