label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,27,22,150,42,241.png,1174,545
w/l,60,128,72,21,241.png,1174,545
player,111,166,89,20,241.png,1174,545
class,65,160,39,39,241.png,1174,545
player,110,207,119,16,241.png,1174,545
class,64,201,39,39,241.png,1174,545
player,110,245,130,20,241.png,1174,545
class,64,239,39,39,241.png,1174,545
player,109,284,88,20,241.png,1174,545
class,63,278,39,39,241.png,1174,545
player,110,324,74,17,241.png,1174,545
class,64,318,39,39,241.png,1174,545
w/l,60,364,68,18,241.png,1174,545
player,110,403,59,17,241.png,1174,545
class,64,397,39,39,241.png,1174,545
player,110,443,105,16,241.png,1174,545
class,64,437,39,39,241.png,1174,545
