label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,13,12,138,36,269.png,1001,595
w/l,51,102,62,19,269.png,1001,595
player,93,135,132,18,269.png,1001,595
class,53,130,33,33,269.png,1001,595
player,93,171,51,14,269.png,1001,595
class,53,166,33,33,269.png,1001,595
player,93,204,50,15,269.png,1001,595
class,53,199,33,33,269.png,1001,595
player,93,238,53,16,269.png,1001,595
class,53,233,33,33,269.png,1001,595
player,93,271,65,16,269.png,1001,595
class,53,266,33,33,269.png,1001,595
player,93,305,95,15,269.png,1001,595
class,53,300,33,33,269.png,1001,595
w/l,51,338,59,17,269.png,1001,595
player,94,372,77,17,269.png,1001,595
class,54,367,33,33,269.png,1001,595
player,93,406,112,17,269.png,1001,595
class,53,401,33,33,269.png,1001,595
player,93,439,119,17,269.png,1001,595
class,53,434,33,33,269.png,1001,595
player,93,473,87,15,269.png,1001,595
class,53,468,33,33,269.png,1001,595
player,93,507,75,17,269.png,1001,595
class,53,502,33,33,269.png,1001,595
