label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,24,26,156,43,230.png,1183,720
w/l,62,133,73,21,230.png,1183,720
player,112,172,91,20,230.png,1183,720
class,65,166,39,39,230.png,1183,720
player,112,211,130,20,230.png,1183,720
class,65,205,39,39,230.png,1183,720
player,112,251,140,20,230.png,1183,720
class,65,245,39,39,230.png,1183,720
player,112,291,101,17,230.png,1183,720
class,65,285,39,39,230.png,1183,720
player,111,332,89,19,230.png,1183,720
class,64,326,39,39,230.png,1183,720
w/l,62,371,69,18,230.png,1183,720
player,112,411,40,19,230.png,1183,720
class,65,405,39,39,230.png,1183,720
player,112,452,64,18,230.png,1183,720
class,65,446,39,39,230.png,1183,720
player,111,490,37,17,230.png,1183,720
class,64,484,39,39,230.png,1183,720
player,112,529,52,17,230.png,1183,720
class,65,523,39,39,230.png,1183,720
player,112,570,98,17,230.png,1183,720
class,65,564,39,39,230.png,1183,720
player,112,609,111,18,230.png,1183,720
class,65,603,39,39,230.png,1183,720
