label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,25,27,169,45,10.png,1261,759
w/l,70,142,77,21,10.png,1261,759
player,124,182,65,19,10.png,1261,759
class,74,176,42,42,10.png,1261,759
player,124,225,75,17,10.png,1261,759
class,74,219,42,42,10.png,1261,759
player,124,267,108,20,10.png,1261,759
class,74,261,42,42,10.png,1261,759
player,124,309,120,17,10.png,1261,759
class,74,303,42,42,10.png,1261,759
player,124,352,110,18,10.png,1261,759
class,74,346,42,42,10.png,1261,759
w/l,70,395,73,18,10.png,1261,759
player,124,436,54,20,10.png,1261,759
class,74,430,42,42,10.png,1261,759
player,124,478,45,20,10.png,1261,759
class,74,472,42,42,10.png,1261,759
player,124,520,126,18,10.png,1261,759
class,74,514,42,42,10.png,1261,759
player,124,562,81,18,10.png,1261,759
class,74,556,42,42,10.png,1261,759
player,124,604,67,19,10.png,1261,759
class,74,598,42,42,10.png,1261,759
player,125,647,108,20,10.png,1261,759
class,75,641,42,42,10.png,1261,759
