label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,38,18,92,23,13.png,1185,544
w/l,61,119,73,21,13.png,1185,544
player,112,158,132,20,13.png,1185,544
class,65,152,39,39,13.png,1185,544
player,112,197,131,17,13.png,1185,544
class,65,191,39,39,13.png,1185,544
player,112,237,145,20,13.png,1185,544
class,65,231,39,39,13.png,1185,544
player,112,278,71,17,13.png,1185,544
class,65,272,39,39,13.png,1185,544
player,112,317,42,17,13.png,1185,544
class,65,311,39,39,13.png,1185,544
w/l,61,357,69,18,13.png,1185,544
player,113,396,56,17,13.png,1185,544
class,66,390,39,39,13.png,1185,544
player,112,436,117,20,13.png,1185,544
class,65,430,39,39,13.png,1185,544
