label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,20,25,169,45,16.png,1257,756
w/l,65,140,77,21,16.png,1257,756
player,119,180,78,19,16.png,1257,756
class,69,174,41,41,16.png,1257,756
player,119,223,60,17,16.png,1257,756
class,69,217,41,41,16.png,1257,756
player,119,265,106,20,16.png,1257,756
class,69,259,41,41,16.png,1257,756
player,119,307,110,18,16.png,1257,756
class,69,301,41,41,16.png,1257,756
player,118,350,42,17,16.png,1257,756
class,68,344,41,41,16.png,1257,756
player,119,391,118,18,16.png,1257,756
class,69,385,41,41,16.png,1257,756
w/l,65,435,73,18,16.png,1257,756
player,119,476,92,20,16.png,1257,756
class,69,470,41,41,16.png,1257,756
player,119,518,74,20,16.png,1257,756
class,69,512,41,41,16.png,1257,756
player,119,560,36,17,16.png,1257,756
class,69,554,41,41,16.png,1257,756
player,119,602,120,21,16.png,1257,756
class,69,596,41,41,16.png,1257,756
player,119,645,92,17,16.png,1257,756
class,69,639,41,41,16.png,1257,756
