label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,15,20,155,42,85.png,1143,607
w/l,55,126,77,23,85.png,1143,607
player,104,162,95,22,85.png,1143,607
class,59,156,38,38,85.png,1143,607
player,104,201,67,20,85.png,1143,607
class,59,195,38,38,85.png,1143,607
player,104,240,97,20,85.png,1143,607
class,59,234,38,38,85.png,1143,607
player,104,279,115,22,85.png,1143,607
class,59,273,38,38,85.png,1143,607
player,103,317,104,23,85.png,1143,607
class,58,311,38,38,85.png,1143,607
player,104,357,93,18,85.png,1143,607
class,59,351,38,38,85.png,1143,607
w/l,55,397,72,19,85.png,1143,607
player,104,434,118,19,85.png,1143,607
class,59,428,38,38,85.png,1143,607
player,104,473,72,19,85.png,1143,607
class,59,467,38,38,85.png,1143,607
player,104,512,103,19,85.png,1143,607
class,59,506,38,38,85.png,1143,607
