label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,20,22,158,43,53.png,1186,473
w/l,60,130,73,21,53.png,1186,473
player,110,169,77,19,53.png,1186,473
class,63,163,39,39,53.png,1186,473
player,110,208,99,17,53.png,1186,473
class,63,202,39,39,53.png,1186,473
player,109,248,73,17,53.png,1186,473
class,62,242,39,39,53.png,1186,473
player,111,288,105,17,53.png,1186,473
class,64,282,39,39,53.png,1186,473
w/l,60,328,69,18,53.png,1186,473
player,110,367,86,20,53.png,1186,473
class,63,361,39,39,53.png,1186,473
