label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,14,21,155,42,76.png,1145,686
w/l,54,127,77,23,76.png,1145,686
player,103,163,70,20,76.png,1145,686
class,58,157,38,38,76.png,1145,686
player,103,202,164,22,76.png,1145,686
class,58,196,38,38,76.png,1145,686
player,103,241,139,22,76.png,1145,686
class,58,235,38,38,76.png,1145,686
player,103,280,162,22,76.png,1145,686
class,58,274,38,38,76.png,1145,686
player,103,319,145,19,76.png,1145,686
class,58,313,38,38,76.png,1145,686
player,103,358,118,18,76.png,1145,686
class,58,352,38,38,76.png,1145,686
w/l,54,398,72,19,76.png,1145,686
player,103,434,87,20,76.png,1145,686
class,58,428,38,38,76.png,1145,686
player,103,473,139,22,76.png,1145,686
class,58,467,38,38,76.png,1145,686
player,103,512,68,22,76.png,1145,686
class,58,506,38,38,76.png,1145,686
player,103,552,128,22,76.png,1145,686
class,58,546,38,38,76.png,1145,686
player,103,590,86,19,76.png,1145,686
class,58,584,38,38,76.png,1145,686
