label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,29,24,165,46,213.png,1270,676
w/l,68,140,77,21,213.png,1270,676
player,122,181,153,21,213.png,1270,676
class,72,175,42,42,213.png,1270,676
player,122,224,73,17,213.png,1270,676
class,72,218,42,42,213.png,1270,676
player,122,266,74,21,213.png,1270,676
class,72,260,42,42,213.png,1270,676
player,122,309,46,20,213.png,1270,676
class,72,303,42,42,213.png,1270,676
player,122,352,41,17,213.png,1270,676
class,72,346,42,42,213.png,1270,676
w/l,68,396,73,18,213.png,1270,676
player,122,436,82,21,213.png,1270,676
class,72,430,42,42,213.png,1270,676
player,122,480,63,20,213.png,1270,676
class,72,474,42,42,213.png,1270,676
player,123,521,67,19,213.png,1270,676
class,73,515,42,42,213.png,1270,676
player,123,565,100,19,213.png,1270,676
class,73,559,42,42,213.png,1270,676
