label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,28,21,152,43,208.png,1181,553
w/l,62,130,79,23,208.png,1181,553
player,113,168,84,20,208.png,1181,553
class,66,162,39,39,208.png,1181,553
player,113,208,145,19,208.png,1181,553
class,66,202,39,39,208.png,1181,553
player,113,247,137,23,208.png,1181,553
class,66,241,39,39,208.png,1181,553
player,113,287,158,22,208.png,1181,553
class,66,281,39,39,208.png,1181,553
player,113,327,144,20,208.png,1181,553
class,66,321,39,39,208.png,1181,553
w/l,62,368,74,19,208.png,1181,553
player,113,406,60,20,208.png,1181,553
class,66,400,39,39,208.png,1181,553
player,114,447,111,18,208.png,1181,553
class,67,441,39,39,208.png,1181,553
