label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,27,26,163,46,262.png,1258,759
w/l,65,141,77,21,262.png,1258,759
player,119,181,104,19,262.png,1258,759
class,69,175,41,41,262.png,1258,759
player,119,224,76,20,262.png,1258,759
class,69,218,41,41,262.png,1258,759
player,119,266,66,18,262.png,1258,759
class,69,260,41,41,262.png,1258,759
player,119,308,99,17,262.png,1258,759
class,69,302,41,41,262.png,1258,759
player,119,350,97,18,262.png,1258,759
class,69,344,41,41,262.png,1258,759
player,119,391,118,18,262.png,1258,759
class,69,385,41,41,262.png,1258,759
w/l,65,436,73,18,262.png,1258,759
player,119,477,78,19,262.png,1258,759
class,69,471,41,41,262.png,1258,759
player,119,519,54,20,262.png,1258,759
class,69,513,41,41,262.png,1258,759
player,119,560,82,21,262.png,1258,759
class,69,554,41,41,262.png,1258,759
player,120,603,105,20,262.png,1258,759
class,70,597,41,41,262.png,1258,759
player,119,645,73,17,262.png,1258,759
class,69,639,41,41,262.png,1258,759
