label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,29,35,169,45,48.png,1271,773
w/l,73,151,84,24,48.png,1271,773
player,127,191,69,21,48.png,1271,773
class,77,185,42,42,48.png,1271,773
player,127,233,164,21,48.png,1271,773
class,77,227,42,42,48.png,1271,773
player,127,275,169,21,48.png,1271,773
class,77,269,42,42,48.png,1271,773
player,126,317,117,23,48.png,1271,773
class,76,311,42,42,48.png,1271,773
player,127,360,45,24,48.png,1271,773
class,77,354,42,42,48.png,1271,773
w/l,74,404,77,20,48.png,1271,773
player,127,444,89,21,48.png,1271,773
class,77,438,42,42,48.png,1271,773
player,127,487,76,20,48.png,1271,773
class,77,481,42,42,48.png,1271,773
player,127,529,135,20,48.png,1271,773
class,77,523,42,42,48.png,1271,773
player,127,571,150,24,48.png,1271,773
class,77,565,42,42,48.png,1271,773
player,127,613,164,24,48.png,1271,773
class,77,607,42,42,48.png,1271,773
player,127,656,132,21,48.png,1271,773
class,77,650,42,42,48.png,1271,773
